0.533	0.0	0.0	0.0	0.0	1.0
0.3	0.0	0.0	0.0	0.0	1.0
0.0	0.889	0.0	0.0	0.0	1.0
0.313	0.0	0.0	0.0	0.0	1.0
0.166	0.0	0.0	0.0	0.0	1.0
0.325	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.321	0.0	0.0	0.0	0.0	1.0
0.5	0.0	0.0	0.0	0.0	1.0
0.304	0.0	0.0	0.0	0.0	1.0
0.27	0.0	0.0	0.0	0.0	1.0
0.2	0.0	0.0	0.0	0.0	1.0
0.275	0.0	0.0	0.0	0.0	1.0
0.538	0.0	0.0	0.0	0.0	1.0
0.286	0.0	0.0	0.0	0.0	1.0
0.294	0.0	0.0	0.0	0.0	1.0
0.305	0.0	0.0	0.0	0.0	1.0
0.303	0.0	0.0	0.0	0.0	1.0
0.511	0.0	0.0	0.0	0.0	1.0
0.161	0.0	0.0	0.0	0.0	1.0
0.311	0.0	0.0	0.0	0.0	1.0
0.303	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.103	0.0	0.0	0.0	0.0	1.0
0.539	0.0	0.0	0.0	0.0	1.0
0.274	0.0	0.0	0.0	0.0	1.0
0.13	0.0	0.0	0.0	0.0	1.0
0.315	0.0	0.0	0.0	0.0	1.0
0.292	0.0	0.0	0.0	0.0	1.0
0.461	0.0	0.0	0.0	0.0	1.0
0.222	0.0	0.0	0.0	0.0	1.0
0.309	0.0	0.0	0.0	0.0	1.0
0.111	0.0	0.0	0.0	0.0	1.0
0.471	0.0	0.0	0.0	0.0	1.0
0.322	0.0	0.0	0.0	0.0	1.0
0.296	0.0	0.0	0.0	0.0	1.0
0.298	0.0	0.0	0.0	0.0	1.0
0.55	0.0	0.0	0.0	0.0	1.0
0.268	0.0	0.0	0.0	0.0	1.0
0.292	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.291	0.0	0.0	0.0	0.0	1.0
0.282	0.0	0.0	0.0	0.0	1.0
0.274	0.0	0.0	0.0	0.0	1.0
0.32	0.0	0.0	0.0	0.0	1.0
0.17	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.284	0.0	0.0	0.0	0.0	1.0
0.284	0.0	0.0	0.0	0.0	1.0
0.107	0.0	0.0	0.0	0.0	1.0
0.164	0.0	0.0	0.0	0.0	1.0
0.297	0.0	0.0	0.0	0.0	1.0
0.319	0.0	0.0	0.0	0.0	1.0
0.133	0.0	0.0	0.0	0.0	1.0
0.452	0.0	0.0	0.0	0.0	1.0
0.194	0.0	0.0	0.0	0.0	1.0
0.31	0.0	0.0	0.0	0.0	1.0
0.33	0.0	0.0	0.0	0.0	1.0
0.295	0.0	0.0	0.0	0.0	1.0
0.0	1.0	0.0	0.0	0.0	1.0
0.291	0.0	0.0	0.0	0.0	1.0
0.316	0.0	0.0	0.0	0.0	1.0
0.289	0.0	0.0	0.0	0.0	1.0
0.301	0.0	0.0	0.0	0.0	1.0
0.297	0.0	0.0	0.0	0.0	1.0
0.314	0.0	0.0	0.0	0.0	1.0
0.404	0.0	0.0	0.0	0.0	1.0
0.111	0.0	0.0	0.0	0.0	1.0
0.319	0.0	0.0	0.0	0.0	1.0
0.295	0.0	0.0	0.0	0.0	1.0
0.0	0.889	0.0	0.0	0.0	1.0
0.396	0.0	0.0	0.0	0.0	1.0
0.294	0.0	0.0	0.0	0.0	1.0
0.274	0.0	0.0	0.0	0.0	1.0
0.302	0.0	0.0	0.0	0.0	1.0
0.111	0.0	0.0	0.0	0.0	1.0
0.292	0.0	0.0	0.0	0.0	1.0
0.318	0.0	0.0	0.0	0.0	1.0
0.283	0.0	0.0	0.0	0.0	1.0
0.279	0.0	0.0	0.0	0.0	1.0
0.28	0.0	0.0	0.0	0.0	1.0
0.474	0.0	0.0	0.0	0.0	1.0
0.311	0.0	0.0	0.0	0.0	1.0
0.29	0.0	0.0	0.0	0.0	1.0
0.281	0.0	0.0	0.0	0.0	1.0
0.312	0.0	0.0	0.0	0.0	1.0
0.322	0.0	0.0	0.0	0.0	1.0
0.313	0.0	0.0	0.0	0.0	1.0
0.289	0.0	0.0	0.0	0.0	1.0
0.296	0.0	0.0	0.0	0.0	1.0
0.471	0.0	0.0	0.0	0.0	1.0
0.335	0.0	0.0	0.0	0.0	1.0
0.29	0.0	0.0	0.0	0.0	1.0
0.296	0.0	0.0	0.0	0.0	1.0
0.291	0.0	0.0	0.0	0.0	1.0
0.434	0.0	0.0	0.0	0.0	1.0
0.29	0.0	0.0	0.0	0.0	1.0
0.104	0.0	0.0	0.0	0.0	1.0
0.289	0.0	0.0	0.0	0.0	1.0
0.31	0.0	0.0	0.0	0.0	1.0
0.267	0.0	0.0	0.0	0.0	1.0
0.274	0.0	0.0	0.0	0.0	1.0
0.273	0.0	0.0	0.0	0.0	1.0
0.307	0.0	0.0	0.0	0.0	1.0
0.312	0.0	0.0	0.0	0.0	1.0
0.333	0.0	0.0	0.0	0.0	1.0
0.235	0.0	0.0	0.0	0.0	1.0
0.313	0.0	0.0	0.0	0.0	1.0
0.3	0.0	0.0	0.0	0.0	1.0
0.281	0.0	0.0	0.0	0.0	1.0
0.283	0.0	0.0	0.0	0.0	1.0
0.327	0.0	0.0	0.0	0.0	1.0
0.272	0.0	0.0	0.0	0.0	1.0
0.275	0.0	0.0	0.0	0.0	1.0
0.243	0.0	0.0	0.0	0.0	1.0
0.326	0.0	0.0	0.0	0.0	1.0
